"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","UPSIDE ","BUST ","SOS SEASON","ECR VS. ADP"
"482",15,"Theo Wease Jr.",MIA,"WR163","6","-","-","3 out of 5 stars","-"
"483",15,"Juice Wells Jr.",ATL,"WR164","11","-","-","3 out of 5 stars","-"
"484",15,"DeAndre Hopkins",BAL,"WR165","13","-","-","4 out of 5 stars","+62"
"485",15,"Miles Davis",CAR,"RB133","5","-","-","1 out of 5 stars","-"
"486",15,"Jalen Reagor",MIA,"WR166","6","-","-","3 out of 5 stars","-"
"487",15,"Van Jefferson",WAS,"WR167","7","-","-","2 out of 5 stars","+113"
"488",15,"Miles Sanders",FA,"RB134","-","-","-","-","-"
"489",15,"Jimmy Horn Jr.",CAR,"WR168","5","-","-","2 out of 5 stars","+80"
"490",15,"Elijah Mitchell",FA,"RB135","-","-","-","-","-"
"491",15,"Brandin Cooks",FA,"WR169","-","-","-","-","-"
"492",15,"Cedrick Wilson Jr.",DET,"WR170","6","-","-","4 out of 5 stars","+170"
"493",15,"Travis Homer",PIT,"RB136","9","-","-","2 out of 5 stars","+102"
"494",15,"Reggie Virgil",ARI,"WR171","14","-","-","2 out of 5 stars","+158"
"495",15,"Tyler Lockett",LV,"WR172","13","-","-","2 out of 5 stars","-"
"496",15,"Jason Sanders",NYJ,"K34","13","-","-","2 out of 5 stars","-148"
"497",15,"Jaydn Ott",KC,"RB137","5","-","-","3 out of 5 stars","-"
"498",15,"Luke Schoonmaker",DAL,"TE74","14","-","-","2 out of 5 stars","-136"
"499",15,"Jaret Patterson",LAC,"RB138","7","-","-","3 out of 5 stars","-"
"500",15,"Jake Browning",TB,"QB50","10","-","-","2 out of 5 stars","-33"
"501",15,"Jordan Watkins",SF,"WR173","8","-","-","2 out of 5 stars","-"
"502",15,"Nate Boerkircher",JAC,"TE75","7","-","-","3 out of 5 stars","+69"
"503",15,"Tyrod Taylor",GB,"QB51","11","-","-","4 out of 5 stars","-86"
"504",15,"Nathan Carter",ATL,"RB139","11","-","-","2 out of 5 stars","-"
"505",15,"Lew Nichols III",PIT,"RB140","9","-","-","2 out of 5 stars","-"
"506",15,"KeAndre Lambert-Smith",LAC,"WR174","7","-","-","2 out of 5 stars","+66"
"507",15,"Sam Roush",CHI,"TE76","10","-","-","2 out of 5 stars","+74"
"508",15,"Taysom Hill",FA,"TE77","-","-","-","-","+25"
"509",15,"Myles Montgomery",FA,"RB141","-","-","-","-","-"
"510",15,"Michael Woods II",DEN,"WR175","10","-","-","2 out of 5 stars","-"
"511",15,"Max Bredeson",MIN,"RB142","6","-","-","4 out of 5 stars","+134"
"512",15,"Michael Trigg",DAL,"TE78","14","-","-","2 out of 5 stars","-111"
"513",15,"Jalen Milroe",SEA,"QB52","11","-","-","4 out of 5 stars","+18"
"514",15,"David Sills V",TB,"WR176","10","-","-","4 out of 5 stars","-"
"515",16,"Mecole Hardman Jr.",BUF,"WR177","7","-","-","4 out of 5 stars","-2"
"516",16,"Cade Stover",HOU,"TE79","8","-","-","4 out of 5 stars","+45"
"517",16,"Trey Lance",LAC,"QB53","7","-","-","2 out of 5 stars","-40"
"518",16,"Mason Rudolph",PIT,"QB54","9","-","-","2 out of 5 stars","+75"
"519",16,"Mo Alie-Cox",IND,"TE80","13","-","-","3 out of 5 stars","-72"
"520",16,"Durham Smythe",BAL,"TE81","13","-","-","4 out of 5 stars","+46"
"521",16,"Foster Moreau",HOU,"TE82","8","-","-","4 out of 5 stars","+114"
"522",16,"Josh Cameron",JAC,"WR178","7","-","-","4 out of 5 stars","+135"
"523",16,"Jermaine Burton",FA,"WR179","-","-","-","-","-"
"524",16,"Tyler Conklin",DET,"TE83","6","-","-","3 out of 5 stars","+54"
"525",16,"JuJu Smith-Schuster",FA,"WR180","-","-","-","-","-146"
"526",16,"Lil'Jordan Humphrey",DEN,"WR181","10","-","-","2 out of 5 stars","-183"
